编号	名称	地点	X	Y	道具	图标
1112	itb_a0402_88	北侧大道	2325	235	金珠	bag-宝物
1113	itb_a0402_89	榴红６号街区	2120	848	高级球	bag-精灵球
1114	itb_a0402_90	北侧大道	2479	279	彩色螺丝	colorful-screw
1115	itb_a0402_91	艾特瓦鲁学校	2475	1154	彩色螺丝	colorful-screw
1116	itb_a0402_92	榴红８号街区	2703	532	彩色螺丝	colorful-screw
1117	itb_a0402_93	红色广场	2237	1297	招式学习器００７	bag-招式学习器
1118	itb_a0402_94	榴红６号街区	2343	792	招式学习器０８９	bag-招式学习器
1119	itb_a0402_95	４号野生特区	2280	611	黑暗球	bag-精灵球
1120	itb_a0402_96	４号野生特区	2390	639	治愈球	bag-精灵球
1121	itb_a0402_97	艾特瓦鲁学校	2588	999	彩色螺丝	colorful-screw
1122	itb_a0402_98	艾特瓦鲁学校	2434	1210	招式学习器００２	bag-招式学习器
1123	itb_a0402_99	北侧大道	2485	178	全复药	bag-回复
1124	itb_a0402_100	艾特瓦鲁学校	2455	981	经验糖果Ｍ	bag-道具
1125	itb_a0402_101	艾特瓦鲁学校	2729	1005	活力块	bag-回复
1126	itb_a0402_102	榴红８号街区	2915	656	珍珠	bag-宝物
1127	itb_a0403_01	３号野生特区	1948	1111	招式学习器０２２	bag-招式学习器
1128	itb_a0403_02	３号野生特区	1928	1204	超级球	bag-精灵球
1129	itb_a0403_03	３号野生特区	1960	977	好伤药	bag-回复
1130	itb_a0403_04	榴红大道	2048	549	好伤药	bag-回复
1131	itb_a0403_05	榴红大道	2100	337	解麻药	bag-回复
1132	itb_a0403_06	红色广场	1923	886	灼伤药	bag-回复
1133	itb_a0403_07	榴红１号街区	1962	1601	精灵球	bag-精灵球
1134	itb_a0403_08	榴红大道	2048	1423	活力碎片	bag-回复
1135	itb_a0403_09	３号野生特区	2125	1196	解毒药	bag-回复
1136	itb_a0403_10	３号野生特区	2175	1112	解麻药	bag-回复
1137	itb_a0403_11	３号野生特区	2142	989	巢穴球	bag-精灵球
1138	itb_a0403_12	３号野生特区	1904	1155	珍珠	bag-宝物
1139	itb_a0403_13	３号野生特区	2082	1258	活力碎片	bag-回复
1140	itb_a0403_14	３号野生特区	2032	1093	ＨＰ增强剂	bag-道具
1141	itb_a0601_01	２０号野生特区	2288	1965	精灵球	bag-精灵球
1142	itb_a0601_02	蓉粉大道	1734	1838	精灵球	bag-精灵球
1143	itb_a0601_03	四季运河沿岸	2408	2138	伤药	bag-回复
1144	itb_a0601_04	榴红大道	2100	1623	活力碎片	bag-回复
1145	itb_a0601_11	２０号野生特区	1955	1974	招式学习器０５４	bag-招式学习器
1146	itb_a0601_12	２０号野生特区	1891	1925	精通种子	bag-道具
1147	itb_a0601_13	２０号野生特区	1951	2116	全复药	bag-回复
1148	itb_a0601_14	２０号野生特区	2110	1957	神奇糖果	bag-道具
1149	itb_a0601_15	２０号野生特区	1883	2037	银色王冠	bag-道具
1150	itb_a0601_16	２０号野生特区	2203	2034	经验糖果Ｌ	bag-道具
1151	itb_a0601_17	２０号野生特区	2218	1882	活力块	bag-回复
1152	itb_a0601_18	２０号野生特区	2104	2132	巨大金珠	bag-宝物
1153	itb_a0601_19	２０号野生特区	2038	2232	精通种子	bag-道具
