编号	名称	地点	X	Y	头目	宝可梦列表
915	spn_a0301_w01_v01_053	１４号野生特区	287	1930		529-0+28+30+5+10+70|095-0+37+39+5+10+30
916	spn_a0301_w01_v01_054	１４号野生特区	331	1690		529-0+28+30+5+10+70|095-0+37+39+5+10+30
917	spn_a0301_w01_v01_055	１４号野生特区	301	1618		529-0+28+30+5+10+70|095-0+37+39+5+10+30
918	spn_a0301_w01_v01_056	１４号野生特区	456	1736		529-0+28+30+5+10+70|095-0+37+39+5+10+30
919	spn_a0301_w01_v01_061	１４号野生特区	344	1811		694-0+37+38+5+10++日+晴
920	spn_a0301_w02_v01_001	９号野生特区	614	2383		064-0+28+30+5+11
921	spn_a0301_w02_v01_002	９号野生特区	647	2382		064-0+28+30+5+11
922	spn_a0301_w02_v01_005	９号野生特区	539	2256		064-0+28+30+5+11
923	spn_a0301_w02_v01_021	９号野生特区	348	2424		302-0+28+30+5+11
924	spn_a0301_w02_v01_022	９号野生特区	326	2286		302-0+28+30+5+11
925	spn_a0301_w02_v01_023	９号野生特区	618	2342		302-0+28+30+5+11
926	spn_a0301_w02_v01_024	９号野生特区	638	2281		302-0+28+30+5+11
927	spn_a0301_w02_v01_031	９号野生特区	336	2141		303-0+27+29+5+11
928	spn_a0301_w02_v01_032	９号野生特区	313	2517		303-0+27+29+5+11
929	spn_a0301_w02_v01_033	９号野生特区	350	2476		303-0+27+29+5+11
930	spn_a0301_w02_v01_034	９号野生特区	393	2492		303-0+27+29+5+11
931	spn_a0301_w02_v01_061	９号野生特区	377	2352		662-0+27+30+5+11+75+日|677-0+27+29+5+11+25+日
932	spn_a0301_w02_v01_062	９号野生特区	366	2280		662-0+27+30+5+11+75+日|677-0+27+29+5+11+25+日
933	spn_a0301_w02_v01_063	９号野生特区	424	2250		662-0+27+30+5+11+75+日|677-0+27+29+5+11+25+日
934	spn_a0301_w02_v01_081	９号野生特区	377	2349		677-0+27+29+5+11+75+夜|662-0+27+30+5+11+25+夜
935	spn_a0301_w02_v01_082	９号野生特区	369	2279		677-0+27+29+5+11+75+夜|662-0+27+30+5+11+25+夜
936	spn_a0301_w02_v01_083	９号野生特区	427	2250		677-0+27+29+5+11+75+夜|662-0+27+30+5+11+25+夜
937	spn_a0301_w02_v01_091	９号野生特区	459	2305	1	678-0+30+31+100+11++夜
938	spn_a0301_w02_v01_092	９号野生特区	459	2305	1	678-1+30+31+100+11++日
939	spn_a0301_w02_v01_101	９号野生特区	566	2308		703-0+28+30+5+11
940	spn_a0301_w02_v01_102	９号野生特区	287	2369		703-0+28+30+5+11
941	spn_a0301_w02_v01_103	９号野生特区	666	2231		703-0+28+30+5+11
942	spn_a0301_w02_v01_111	９号野生特区	273	2222	1	310-0+29+30+100+11
943	spn_a0301_w02_v01_201	９号野生特区	352	2491	1	675-0+70+70+100
944	spn_a0302_w01_v01_001	１８号野生特区	832	778		333-0+44+45+5+10++日
945	spn_a0302_w01_v01_011	１８号野生特区	828	779		334-0+46+47+5+10++日
946	spn_a0302_w01_v01_021	１８号野生特区	793	737		371-0+44+45+5+10
947	spn_a0302_w01_v01_031	１８号野生特区	767	710	1	373-0+46+47+100+15
948	spn_a0302_w01_v01_041	１８号野生特区	898	805	1	428-0+45+46+100+10
949	spn_a0302_w01_v01_051	１８号野生特区	845	693		653-0+20+25+5+10
950	spn_a0302_w01_v01_061	１８号野生特区	832	778		714-0+44+45+5+10++夜
951	spn_a0302_w01_v01_071	１８号野生特区	828	779		715-0+48+49+5+10++夜
952	spn_a0303_w01_v01_001	７号野生特区	1173	1764	1	662-0+21+22+100+11
953	spn_a0303_w01_v01_021	７号野生特区	1136	1638		014-0+19+20+5+11+50|670-0+20+21+5+11+45|670-2+20+22+5+11+5
954	spn_a0303_w01_v01_022	７号野生特区	1071	1844		014-0+19+20+5+11+50|670-0+20+21+5+11+45|670-2+20+22+5+11+5
955	spn_a0303_w01_v01_031	７号野生特区	1173	1763		315-0+20+22+5+11+50|582-0+19+21+5+11+50
956	spn_a0303_w01_v01_041	７号野生特区	1246	1840		582-0+19+21+5+11
957	spn_a0303_w01_v01_042	７号野生特区	1174	1670		582-0+19+21+5+11
958	spn_a0303_w01_v01_051	７号野生特区	1173	1763		449-0+20+22+5+11+90+日|531-0+20+22+5+11+10+日
959	spn_a0303_w01_v01_052	７号野生特区	1173	1763		449-0+20+22+5+11+90+日|531-0+20+22+5+11+10+日
960	spn_a0303_w01_v01_061	７号野生特区	1173	1763		353-0+20+22+5+11+90+夜|531-0+20+22+5+11+10+夜
961	spn_a0401_w01_v01_006	１３号野生特区	1622	285		123-0+37+39+5+10++夜
962	spn_a0401_w01_v01_011	１３号野生特区	1694	263		127-0+36+38+5+10++日
963	spn_a0401_w01_v01_016	１３号野生特区	1694	263		127-0+36+38+5+10++夜
964	spn_a0401_w01_v01_021	１３号野生特区	1509	234		666-6+36+37+5+10++日
965	spn_a0401_w01_v01_022	１３号野生特区	1574	211		666-6+36+37+5+10++日
966	spn_a0401_w01_v01_023	１３号野生特区	1660	190		666-6+36+37+5+10++日
967	spn_a0401_w01_v01_024	１３号野生特区	1751	177		666-6+36+37+5+10++日
968	spn_a0401_w01_v01_031	１３号野生特区	1533	303		214-0+36+38+5+10++日
969	spn_a0401_w01_v01_036	１３号野生特区	1533	303		214-0+36+38+5+10++夜
970	spn_a0401_w01_v01_041	１３号野生特区	1599	298		070-0+36+37+5+10++日
971	spn_a0401_w01_v01_042	１３号野生特区	1599	298	1	070-0+36+37+100+10++日
972	spn_a0401_w01_v01_066	１３号野生特区	1651	198		708-0+36+37+5+10++夜
973	spn_a0401_w01_v01_076	１３号野生特区	1652	197	1	709-0+37+38+100+10++夜
974	spn_a0402_w01_v01_001	４号野生特区	2176	536		167-0+7+8+5+12
975	spn_a0402_w01_v01_002	４号野生特区	2174	611		167-0+7+8+5+12
976	spn_a0402_w01_v01_003	４号野生特区	2243	548		167-0+7+8+5+12
977	spn_a0402_w01_v01_004	４号野生特区	2510	638		167-0+7+8+5+12
978	spn_a0402_w01_v01_005	４号野生特区	2347	495		167-0+7+8+5+12++日
979	spn_a0402_w01_v01_006	４号野生特区	2392	477		167-0+7+8+5+12++日
980	spn_a0402_w01_v01_007	４号野生特区	2315	652	1	167-0+8+9+100+12
981	spn_a0402_w01_v01_008	４号野生特区	2315	657		167-0+7+8+5+12
982	spn_a0402_w01_v01_009	４号野生特区	2315	657		167-0+7+8+5+12
983	spn_a0402_w01_v01_011	４号野生特区	2190	458		665-6+9+10+5+12+20+日|023-0+8+10+5+12+80+日
984	spn_a0402_w01_v01_012	４号野生特区	2263	636		665-6+9+10+5+12+20+日|023-0+8+10+5+12+80+日
985	spn_a0402_w01_v01_013	４号野生特区	2411	666		665-6+9+10+5+12+20+日|023-0+8+10+5+12+80+日
986	spn_a0402_w01_v01_016	４号野生特区	2142	672		665-6+9+10+5+12+20+日|023-0+8+10+5+12+80+日
987	spn_a0402_w01_v01_021	４号野生特区	2190	516		092-0+9+10+5+12+80+夜|679-0+10+11+5+12+20+夜
988	spn_a0402_w01_v01_022	４号野生特区	2313	493		092-0+9+10+5+12+80+夜|679-0+10+11+5+12+20+夜
989	spn_a0402_w01_v01_025	４号野生特区	2554	675		092-0+9+10+5+12+80+夜|679-0+10+11+5+12+20+夜
990	spn_a0402_w01_v01_026	４号野生特区	2211	655		092-0+9+10+5+12+80+夜|679-0+10+11+5+12+20+夜
991	spn_a0402_w01_v01_027	４号野生特区	2411	666		092-0+9+10+5+12+80+夜|679-0+10+11+5+12+20+夜
992	spn_a0402_w01_v01_028	４号野生特区	2142	657		092-0+9+10+5+12+80+夜|679-0+10+11+5+12+20+夜
993	spn_a0402_w01_v01_029	４号野生特区	2211	575		092-0+9+10+5+12+80+夜|679-0+10+11+5+12+20+夜
994	spn_a0402_w01_v01_031	４号野生特区	2119	453		665-6+9+10+5+12++日
995	spn_a0402_w01_v01_041	４号野生特区	2318	586		092-0+9+10+5+12++日
996	spn_a0402_w01_v01_042	４号野生特区	2448	638		092-0+9+10+5+12++日
997	spn_a0402_w01_v01_043	４号野生特区	2290	505		092-0+9+10+5+12++日
998	spn_a0402_w01_v01_044	４号野生特区	2214	598		092-0+9+10+5+12++日
999	spn_a0402_w01_v01_045	４号野生特区	2187	516		092-0+9+10+5+12++日
1000	spn_a0402_w01_v01_051	４号野生特区	2131	488		504-0+8+9+5+12++夜
1001	spn_a0402_w01_v01_052	４号野生特区	2302	518		504-0+8+9+5+12++夜
1002	spn_a0402_w01_v01_053	４号野生特区	2374	507		504-0+8+9+5+12++夜
1003	spn_a0402_w01_v01_054	４号野生特区	2438	605		504-0+8+9+5+12++夜
1004	spn_a0403_w01_v01_021	３号野生特区	2151	1171		025-0+6+8+5+12
1005	spn_a0403_w01_v01_022	３号野生特区	2155	1222		025-0+6+8+5+12
1006	spn_a0403_w01_v01_023	３号野生特区	2108	1236		025-0+6+8+5+12
1007	spn_a0403_w01_v01_031	３号野生特区	2007	981		667-0+6+8+5+12
1008	spn_a0403_w01_v01_032	３号野生特区	1941	1111	1	667-0+11+12+100+12
1009	spn_a0403_w01_v01_043	３号野生特区	2027	1094		669-0+5+7+5+12
1010	spn_a0403_w01_v01_044	３号野生特区	2024	1127		669-0+5+7+5+12
1011	spn_a0403_w01_v01_046	３号野生特区	2170	1112		669-0+5+7+5+12
1012	spn_a0403_w01_v01_051	３号野生特区	2008	1241		672-0+6+8+5+12
1013	spn_a0403_w01_v01_061	３号野生特区	2088	1012		677-0+7+8+5+12
1014	spn_a0403_w01_v01_062	３号野生特区	2139	995		677-0+7+8+5+12
1015	spn_a0403_w01_v01_071	３号野生特区	1932	1111	1	661-0+10+11+100+20
1016	spn_a0403_w01_v01_081	３号野生特区	1987	1023		667-0+6+8+5+12+85|674-0+7+8+5+12+15
1017	spn_a0403_w01_v01_082	３号野生特区	1926	1019		667-0+6+8+5+12+85|674-0+7+8+5+12+15
1018	spn_a0403_w01_v01_091	３号野生特区	1988	1202		672-0+6+8+5+12+85|674-0+7+8+5+12+15
1019	spn_a0403_w01_v01_092	３号野生特区	1926	1203		672-0+6+8+5+12+85|674-0+7+8+5+12+15
1020	spn_a0403_w01_v01_201	３号野生特区	2048	1111	1	208-0+70+70+100
1021	spn_a0501_w01_v01_001	１５号野生特区	3226	723		246-0+40+43+5+10
1022	spn_a0501_w01_v01_011	１５号野生特区	3313	778		545-0+42+43+5+10++日
1023	spn_a0501_w01_v01_031	１５号野生特区	3307	833		544-0+40+41+5+10++日
1024	spn_a0501_w01_v01_032	１５号野生特区	3330	787		544-0+40+41+5+10++日
1025	spn_a0501_w01_v01_041	１５号野生特区	3267	765		015-0+41+42+5+10++日
1026	spn_a0501_w01_v01_042	１５号野生特区	3285	740		015-0+41+42+5+10++日
1027	spn_a0501_w01_v01_051	１５号野生特区	3292	745	1	015-0+41+42+100+10++日
1028	spn_a0501_w01_v01_101	１５号野生特区	3346	792		093-0+40+41+5+10+50+夜|709-0+40+41+++50+夜
1029	spn_a0501_w01_v01_102	１５号野生特区	3270	758		093-0+40+41+5+10+50+夜|709-0+40+41+++50+夜
1030	spn_a0501_w01_v01_111	１５号野生特区	3298	759	1	354-0+42+43+100+10++夜
1031	spn_a0501_w01_v01_121	１５号野生特区	3378	721		710-0+42+43+5+10+45+日|710-1+42+43+5+10+5+日|710-2+42+43+5+10+45+夜|710-3+42+43+5+10+5+夜
1032	spn_a0501_w01_v01_122	１５号野生特区	3329	673		710-0+42+43+5+10+45+日|710-1+42+43+5+10+5+日|710-2+42+43+5+10+45+夜|710-3+42+43+5+10+5+夜
1033	spn_a0501_w01_v01_123	１５号野生特区	3379	746		710-0+42+43+5+10+45+日|710-1+42+43+5+10+5+日|710-2+42+43+5+10+45+夜|710-3+42+43+5+10+5+夜
1034	spn_a0501_w01_v01_124	１５号野生特区	3310	687		710-0+42+43+5+10+45+日|710-1+42+43+5+10+5+日|710-2+42+43+5+10+45+夜|710-3+42+43+5+10+5+夜
1035	spn_a0501_w01_v01_125	１５号野生特区	3286	613		710-0+42+43+5+10+45+日|710-1+42+43+5+10+5+日|710-2+42+43+5+10+45+夜|710-3+42+43+5+10+5+夜
1036	spn_a0501_w01_v01_127	１５号野生特区	3460	788		710-0+42+43+5+10+45+日|710-1+42+43+5+10+5+日|710-2+42+43+5+10+45+夜|710-3+42+43+5+10+5+夜
1037	spn_a0501_w01_v01_128	１５号野生特区	3431	816		710-0+42+43+5+10+45+日|710-1+42+43+5+10+5+日|710-2+42+43+5+10+45+夜|710-3+42+43+5+10+5+夜
1038	spn_a0501_w01_v01_131	１５号野生特区	3307	823		353-0+40+41+5+10++夜
1039	spn_a0501_w01_v01_132	１５号野生特区	3293	729		353-0+40+41+5+10++夜
1040	spn_a0501_w01_v01_141	１５号野生特区	3343	705	1	711-0+42+43+100+10
1041	spn_a0501_w02_v01_001	１９号野生特区	3242	1166		115-0+50+51+5+10+20|531-0+50+51+5+10+20|676-0+48+51+5+10+60
1042	spn_a0501_w02_v01_002	１９号野生特区	3295	1155		115-0+50+51+5+10+20|531-0+50+51+5+10+20|676-0+48+51+5+10+60
1043	spn_a0501_w02_v01_003	１９号野生特区	3294	1237		115-0+50+51+5+10+20|531-0+50+51+5+10+20|676-0+48+51+5+10+60
1044	spn_a0501_w02_v01_004	１９号野生特区	3395	1198		115-0+50+51+5+10+20|531-0+50+51+5+10+20|676-0+48+51+5+10+60
1045	spn_a0501_w02_v01_005	１９号野生特区	3281	1307		115-0+50+51+5+10+20|531-0+50+51+5+10+20|676-0+48+51+5+10+60
1046	spn_a0501_w02_v01_006	１９号野生特区	3425	1272		115-0+50+51+5+10+20|531-0+50+51+5+10+20|676-0+48+51+5+10+60
1047	spn_a0501_w02_v01_007	１９号野生特区	3385	1410		115-0+50+51+5+10+20|531-0+50+51+5+10+20|676-0+48+51+5+10+60
1048	spn_a0501_w02_v01_008	１９号野生特区	3473	1319		115-0+50+51+5+10+20|531-0+50+51+5+10+20|676-0+48+51+5+10+60
1049	spn_a0501_w02_v01_009	１９号野生特区	3490	1381		115-0+50+51+5+10+20|531-0+50+51+5+10+20|676-0+48+51+5+10+60
1050	spn_a0501_w02_v01_010	１９号野生特区	3437	1374		115-0+50+51+5+10+20|531-0+50+51+5+10+20|676-0+48+51+5+10+60
1051	spn_a0501_w02_v01_011	１９号野生特区	3368	1139		115-0+50+51+5+10
1052	spn_a0501_w02_v01_021	１９号野生特区	3378	1305		780-0+49+51+5+10++日
1053	spn_a0501_w02_v01_031	１９号野生特区	3378	1305	1	676-0+48+51+100+10++日
1054	spn_a0501_w02_v01_041	１９号野生特区	3339	1222		133-0+48+49+5+10
1055	spn_a0501_w02_v01_051	１９号野生特区	3375	1298		035-0+48+50+5+10+33.33+夜|173-0+49+50+5+10+33.33+夜|035-0+48+50+100+10+33.33+夜
1056	spn_a0502_w01_v01_001	６号野生特区	3780	2172		180-0+19+20+5+12
1057	spn_a0502_w01_v01_002	６号野生特区	3702	2220		180-0+19+20+5+12
1058	spn_a0502_w01_v01_021	６号野生特区	3728	2419		129-0+17+20+5+12
1059	spn_a0502_w01_v01_022	６号野生特区	3744	2368		129-0+17+20+5+12
1060	spn_a0502_w01_v01_041	６号野生特区	3927	2050		228-0+17+18+5+12
1061	spn_a0502_w01_v01_042	６号野生特区	3882	2281		228-0+17+18+5+12
1062	spn_a0502_w01_v01_043	６号野生特区	3932	2200		228-0+17+18+5+12
1063	spn_a0502_w01_v01_061	６号野生特区	3937	2102	1	229-0+20+21+100+12
1064	spn_a0502_w01_v01_071	６号野生特区	3685	2302		333-0+17+19+5+12
1065	spn_a0502_w01_v01_072	６号野生特区	3644	2285		333-0+17+19+5+12
1066	spn_a0502_w01_v01_073	６号野生特区	3607	2328		333-0+17+19+5+12
1067	spn_a0502_w01_v01_081	６号野生特区	3683	2401		427-0+17+18+5+12
1068	spn_a0502_w01_v01_082	６号野生特区	3688	2357		427-0+17+18+5+12
1069	spn_a0502_w01_v01_083	６号野生特区	3712	2310		427-0+17+18+5+12
1070	spn_a0502_w01_v01_091	６号野生特区	3823	2072		307-0+19+20+5+12++日
1071	spn_a0502_w01_v01_122	６号野生特区	3741	2283		688-0+19+20+5+12
1072	spn_a0502_w01_v01_123	６号野生特区	3797	2299		688-0+19+20+5+12
1073	spn_a0502_w01_v01_131	６号野生特区	3779	2259	1	688-0+20+22+100+12
1074	spn_a0502_w01_v01_141	６号野生特区	3836	1940	1	025-0+19+21+100+21
1075	spn_a0503_w01_v01_001	８号野生特区	2971	1669		066-0+24+26+5+11
1076	spn_a0503_w01_v01_002	８号野生特区	3003	1775		066-0+24+26+5+11
1077	spn_a0503_w01_v01_003	８号野生特区	2896	1744		066-0+24+26+5+11
1078	spn_a0503_w01_v01_011	８号野生特区	2951	1733		322-0+23+24+5+11
1079	spn_a0503_w01_v01_021	８号野生特区	2885	1744	1	323-0+28+29+100+11
1080	spn_a0503_w01_v01_031	８号野生特区	2956	1729		443-0+24+25+5+11+8|529-0+23+25+5+11+92
1081	spn_a0503_w01_v01_041	８号野生特区	2956	1729		552-0+26+27+100+11+50|551-0+23+24+5+11+50
1082	spn_a0503_w01_v01_042	８号野生特区	2956	1729		552-0+29+30+5+11+50|551-0+23+24+5+11+50
1083	spn_a0503_w01_v01_032	８号野生特区	2956	1729		443-0+24+25+5+11+8|529-0+23+25+5+11+92
1084	spn_a0503_w01_v01_033	８号野生特区	2956	1729		443-0+24+25+5+11+8|529-0+23+25+5+11+92
